NI07_grouped_pd	NI07_grouped_pr	NI07_naive
GSTM2	0	1.26531450168572	0
PPIEL	0	1.44187259993059	0
ALDH3A2	0	1.17732280089758	0
TNS2	0	1.3916220176924	0
PMP22	0	1.04061555711604	1.09826540032253
ZNF608	0	1.21675468021845	0
ZSWIM4	0	1.08925507952412	0
RASL11B	0	2.15274454476911	0
POU3F1	0	1.33794870311979	0
FAM117A	0	1.26126813507346	0
KIAA1324	0	1.13935639455742	0
NCOR2	0	1.07292079446543	0
WWP2	0	1.21553769381183	0
HERC2P2	0	1.21707822406842	0
HCG18	0	1.08136585449803	0
MYO9B	0	1.05526553230953	0
RPS6KA1	0	1.01827207798604	0
HIST1H2AM	0	1.37093611969467	0
TMEM108	0	1.50929638693914	0
KHDRBS3	0	1.10316920981381	0
SBK1	0	1.45530207966622	0
BNIPL	0	1.38729028327972	0
AMY2B	0	1.2683691773522	0
TRIM46	0	1.57469610720779	0
HSF4	0	1.34154432985867	0
KANSL1	0	1.02661495835261	0
SORCS2	0	1.32831842198458	0
ST3GAL6	0	1.67746119144833	0
LIMD1	0	1.47095985624335	0
ZCCHC14	0	1.45963404542	0
TMEM180	0	1.15793757565711	0
GFRA3	0	2.79229873024666	0
ACSM3	0	1.4523087510934	0
KANK2	0	1.44360797295116	0
NCKAP5	0	1.54253949900785	0
VPS13D	0	1.31040666168342	0
ABAT	0	1.46614762638898	0
ZBTB16	0	1.92766790313838	0
KIAA0319L	0	1.05012925578681	0
GSTM3	0	1.5802285071842	0
POLH	0	1.23346586014146	0
HOXC11	0	2.00130545198277	0
ELF5	0	2.24194011546951	0
DDIT3	0	1.02482722598004	0
C4BPB	0	1.27818883919718	0
ARHGEF26	0	1.26855295858681	0
RANBP10	0	1.29736612984355	0
PKD1P6	0	1.18633033273633	0
MAPKAPK2	0	1.08010566284077	0
GGT1	0	1.02735053307021	0
DHDH	0	1.44684476340188	0
FOXJ3	0	1.1895406552628	0
TANGO6	0	2.03196493798239	0
SYT2	0	1.81788458572095	0
ZC3H6	0	1.2713974020519	0
TULP2	0	1.25039758989025	0
RPPH1	0	1.41430779852084	0
ZBTB4	0	1.12037014946865	0
KLRG2	0	1.84334254590229	0
PDP2	0	1.20830417954824	0
CCDC92	0	1.23547975089972	0
GRB14	0	1.26889822748296	0
NFAT5	0	1.16571725787415	0
PRKCZ	0	1.12899986365601	0
LHFPL3-AS2	0	2.31452650668746	0
CENPB	0	1.13557782882955	0
CLIC5	0	1.5931554727927	0
FLJ42627	0	1.36817246132163	0
DGKD	0	1.06917085469168	0
AQP4-AS1	0	1.05704614463862	0
DDHD1	0	1.00178129109004	0
UNC13B	0	1.10801558067097	0
PLEKHG4	0	1.67740599764255	0
LOC100505984	0	1.77160476474403	0
PRX	0	2.17753479596045	0
SMIM1	0	1.65622154657553	0
TSPYL5	0	1.35040328166755	0
RASGRF1	0	1.15454467322642	0
TAF4B	0	1.46327024986708	0
TEF	0	1.35309594079902	0
RGL3	0	1.32700854691485	0
FUK	0	1.35673860761275	0
TNRC6A	0	1.19401425453388	0
TMEM243	0	1.04748973231713	0
HLA-DPB1	0	1.57186402687877	0
MDC1	0	1.42922550602381	0
MVB12B	0	1.06115952748904	0
GGA2	0	1.0414183723553	0
GNMT	0	2.11907628841125	0
NHSL1	0	1.49670134050648	0
LINC00685	0	1.06589112956789	0
LILRB3	0	1.91280741726887	0
SFXN2	0	1.38795724828449	0
BCORL1	0	1.38174809952815	0
TTC39A	0	1.0226023879232	0
C5orf38	0	1.3142574891196	0
CCNF	0	1.01070715017548	0
EFNA2	0	2.22800850729193	0
DGAT2	0	1.66225683884154	0
PLCE1	0	1.23709812977212	0
HOOK1	0	1.19091604039513	0
VKORC1L1	0	1.11090805294191	0
SYNPO	0	1.27037423600039	0
MPV17L2	0	1.3111507622083	0
CLUL1	0	1.59128858318113	0
WASH7P	0	1.03210661665889	0
GPD1L	0	1.10582922314959	0
CSPG5	0	1.69210130740464	0
MERTK	0	1.69055825000571	0
TGFB2	0	1.11704302034782	0
NEB	0	1.2843906337296	0
DSTNP2	0	1.37988675923518	0
GTF2IP20	0	1.23591763209213	0
FXR2	0	1.32422187834807	0
CCDC101	0	1.0404274938923	0
NUAK2	0	1.08999908399078	0
ARC	0	1.86024412995444	0
ZNF844	0	1.28304142732681	0
LZTS3	0	1.6454525245561	0
RASSF8	0	1.16958596167759	0
WNT3A	0	2.35920891551757	0
TEPP	0	1.47463123374079	0
DPCR1	0	2.6830450620544	0
ORM2	0	1.3253526727473	0
ZNF44	0	1.05576587480464	0
FSTL4	0	1.73019162391162	0
PVRL3	0	1.18444678537229	0
GOLGA6L9	0	1.48918637732792	0
CCDC163P	0	1.56778270407676	0
MAVS	0	1.11169443737449	0
SOX12	0	1.18906657658305	0
TNRC6C	0	1.14686341007822	0
ALS2CR11	0	1.9852966344689	0
FAM65C	0	1.92204736607126	0
ASAP3	0	1.37175463551499	0
FREM2	0	2.48092666490486	0
CREBBP	0	1.16022944174109	0
SGSM2	0	1.11881091221801	0
WNK3	0	2.00359304352955	0
ST3GAL2	0	1.3343323188238	0
LINC00641	0	1.32365810134623	0
LOC100507577	0	1.01039888878451	0
SH2B1	0	1.23582599160322	0
ATP1B2	0	2.13322755819497	0
VAMP2	0	1.20287603574551	0
SYT15	0	1.24026778677628	0
COL1A2	0	1.07762372000508	0
ZNF358	0	1.25009804788202	0
ULK1	0	1.0543907164096	0
MYSM1	0	1.16265453671333	0
GADD45B	0	1.45501517858622	0
FOXQ1	0	1.32372675092657	0
NINL	0	1.28183821382477	0
CROCCP2	0	1.03798850965469	0
GSDMC	0	1.13114302026661	0
EFNA1	0	1.37198728469709	0
GLS2	0	1.78390886594034	0
PPM1N	0	1.96132229173039	0
ATP6V1C2	0	1.71525730584125	0
B3GNT9	0	1.17709955412701	0
TNRC18	0	1.15208232864448	0
ZNF597	0	1.03723459964134	0
ZBTB18	0	1.62817064914733	0
ATG14	0	1.11300134181257	0
NRIP3	0	1.64254362810485	0
NKX2-1-AS1	0	1.02411609982204	0
SEPT7P2	0	1.1794941261544	0
PIK3C2A	0	1.17739581783962	0
PCP2	0	1.05457453592283	0
MPP1	0	1.71069308392238	0
ALPP	0	2.0382518331745	0
NFATC4	0	1.44156016886702	0
BMP8A	0	1.29204068263868	0
LOC284023	0	1.28196170475504	0
LIFR	0	1.20775169644623	0
TFEB	0	1.16527804130256	0
PFKFB2	0	1.06889356908733	0
CAMTA2	0	1.17894600375326	0
DHCR24	0	1.00390137351653	0
ZNF385B	0	1.36664638096165	0
PTCH2	0	1.49109782868962	0
FADS2	0	1.07512373890306	0
RHCE	0	1.53446620619596	0
SLAIN1	0	1.23393516876338	0
TRPV1	0	1.27412337647679	0
ITPKB	0	1.07315907808621	0
MYH10	0	1.00062076472963	0
LOC727896	0	1.65866527096234	0
SORBS1	0	1.10438808214924	0
IRX1	0	1.063790379557	0
PPARGC1A	0	1.76664439708308	0
CDON	0	1.13158299848158	0
PLA2G1B	0	1.7595128878642	0
PANX2	0	1.42945969849959	0
SLC2A11	0	1.09922852926197	0
CYP2R1	0	1.31331467792746	0
TMEM64	0	1.0767068908337	0
LMO7	0	1.28148234777095	0
SENP6	0	1.04709695967283	0
SLC29A2	0	1.03224290549531	0
HIST1H2BN	0	1.39696784095075	0
FMO2	0	1.99195997862075	0
RPRD2	0	1.05103230621985	0
GAB2	0	1.69097660046501	0
TGFB1I1	0	1.11279726213067	0
TMEM56	0	1.03069754297057	0
KLF15	0	1.50295257412865	0
TTYH2	0	1.45566173319343	0
DMRTA2	0	1.06815242236358	1.00213700796178
MYOM1	0	1.77459937477218	0
CLCN5	0	1.38747335672655	0
HLA-DMA	0	1.18490517828939	0
SCARF1	0	1.08020677508023	0
ST6GALNAC4	0	1.03760579601533	0
IRF4	0	1.27704904154807	0
HUNK	0	2.05398838694	0
SLC1A2	0	2.332618232432	0
RNU2-2P	0	1.3005075640493	0
CSAD	0	1.26676414927817	0
CIITA	0	1.45628974883176	0
PAPD5	0	1.14051743214227	0
LCAT	0	1.29648119023232	0
RBBP6	0	1.26845710561872	0
CLCNKB	0	2.11364910401436	0
LOC344967	0	2.02516873338193	0
NBEAL1	0	1.0558668952666	0
GPR68	0	1.50287096512379	0
LOC101929541	0	1.35903584693958	0
COL6A2	0	1.25621461969059	0
ZSWIM5	0	1.17212447968643	0
USP27X	0	1.62533085384368	0
IKZF3	0	1.41335803961851	0
FBXO42	0	1.08323192813399	0
MIR646HG	0	1.04363956000049	0
SPARC	0	1.31649897052621	0
EN2	0	1.74583629273124	0
SLC43A1	0	1.23265717825904	0
BAHCC1	0	1.02581591400021	0
C8orf34	0	1.0106753963061	0
SLC24A3	0	1.34203710278706	0
PTPN14	0	1.02260397739601	0
TIMM44	0	1.06097892805825	0
C14orf132	0	1.24010303680094	0
ODAM	0	2.249362826487	0
LVCAT1	0	2.01460135554949	0
COL12A1	0	1.2637553854308	0
FOXRED2	0	1.09309354893074	0
EPHX1	0	1.2284846083425	0
MIR3188	0	1.08290771797748	0
KRT86	0	1.09829919654459	0
WIF1	0	1.99489238967277	0
EFR3B	0	1.304078425233	0
TMEM63B	0	1.64741463831531	0
SLC7A5P2	0	1.10119087876996	0
LIPE	0	2.05233924958241	0
KANK4	0	1.93213079001799	0
OLIG1	0	2.18006823030263	0
SLC25A42	0	1.28802896288098	0
MBNL1	0	1.08123105505443	0
DRAM1	0	1.08594852942694	0
LOC101927543	0	2.49050565105203	0
MAPT	0	1.34816368479781	0
KIAA1875	0	1.28541806758868	0
MCF2L-AS1	0	1.29640435135495	0
ARMCX1	0	1.21319504458521	0
ZNF566	0	1.71715002688767	0
PARD6A	0	1.43531510942971	0
FLT4	0	1.98034686309581	0
LINC00578	0	1.08179902575014	0
GUSBP11	0	1.16709617958271	0
PRRT2	0	1.55235193103006	0
RTN4RL2	0	1.10288917908586	0
SULT1C2	0	1.48924352142836	0
FRMD4A	0	1.4023456521372	0
IGFLR1	0	1.11844492344632	0
SESN2	0	1.0620717458305	0
LRP2	0	1.68765699074782	0
TLR8-AS1	0	1.23385529351659	0
LINC00982	0	1.38558355135449	0
GUCY1B2	0	1.49681936614098	0
AKAP7	0	1.20038263743648	0
LOC442497	0	2.17215645207809	0
DAND5	0	2.4840755877565	0
ST7-AS2	0	1.1511610965597	0
LOC81691	0	1.31928591633304	0
GPM6B	0	1.26974055605751	0
BMF	0	1.1138512740701	0
PLEKHM3	0	1.00271662465477	0
SLC4A5	0	1.49684990696129	0
ZNF692	0	1.08915777820624	0
SMYD4	0	1.03457139445074	0
LOC729218	0	1.07866686476873	0
RNVU1-19	0	1.3524123745707	0
MIR3189	0	1.31736461192392	0
SHISA4	0	1.15459930746386	0
GRK5	0	1.62007400194272	0
TMEM150A	0	1.2538612664827	0
SLC5A2	0	1.25825483938919	0
SH3BP5	0	1.0637551883184	0
CAPRIN2	0	1.08342394778471	0
MGRN1	0	1.35334700961487	0
ATAD3C	0	1.0368254966177	0
INPP5J	0	1.00486786940374	0
ANKRD44	0	1.40758657372481	0
IFIT1	0	1.04224064484357	0
UST	0	1.07307137999203	0
LINC00261	0	1.13103088815324	0
PTP4A3	0	1.2524339480669	0
GPC5	0	1.52548074259317	0
TET1	0	1.28428293304938	0
LINC01132	0	1.63241190111781	0
WASF3	0	1.76084936570597	0
DLG2	0	1.09412289021726	0
CHRNB1	0	1.00688399749782	0
PXDC1	0	1.13844955248264	0
S100PBP	0	1.06388847595411	0
QKI	0	1.1314287056903	0
DMTF1	0	1.24620456307498	0
BMS1P21	0	1.32766079066098	0
PTX3	0	1.10382992169652	0
PLCG1-AS1	0	1.16027135369381	0
MID1IP1	0	1.28783273022941	0
PPDPF	0	1.09133109163432	0
THBS4	0	1.60412612929842	0
HEXIM1	0	1.11799672834392	0
FOXP4	0	1.01598417266527	0
LACAT8	0	1.39381833864532	0
CACNB1	0	1.22056380535427	0
NBPF25P	0	1.06550354553228	0
SMPDL3B	0	1.07907779593318	0
DANT2	0	1.38414558140155	0
FAM49A	0	1.04172286654577	0
ATOH8	0	1.69889723765385	0
NAGS	0	1.19363377152786	0
TNIP3	0	1.56267213151161	0
GBAP1	0	1.89922503095461	0
MBNL1-AS1	0	1.81193302600655	0
FAM13A-AS1	0	1.17879777329165	0
SMG1	0	1.35103997429799	0
STK31	0	1.02033134895438	0
NRGN	0	1.5941842715484	0
CLCN7	0	1.01888943251753	0
FCGR1B	0	1.35730145326421	0
LOC100505921	0	1.39916138072495	0
BHMT2	0	1.14467043247038	0
CTF1	0	1.0951291309453	0
HLA-DRB6	0	2.15726365314755	0
EIF5AL1	0	1.18142278103039	0
HEYL	0	1.56475304938879	0
F2RL3	0	1.94202459100881	0
RNVU1-14	0	1.15720086423488	0
KSR2	0	1.30345012248866	0
JUN	0	1.46148321271731	0
NPIPB15	0	1.33250106092395	0
CNTROB	0	1.11634037068349	0
TFAP2E	0	1.17330667424165	0
SMC1B	0	1.25704590748052	0
CDCA7	0	1.02111811314873	0
FMO4	0	1.21843584020411	0
ESRP2	0	1.03103358673416	0
EVPLL	0	1.54493843194038	0
ZDHHC15	0	1.44048978411324	0
SMAD9	0	1.26297565353849	0
DLX4	0	1.06251723745278	0
MMP17	0	1.68317668406758	0
ZNF10	0	1.14738095592593	0
PDE4A	0	1.16573182813428	0
PDK2	0	1.00230574330055	0
KDM4A-AS1	0	1.08417618681552	0
CEP85	0	1.08106387841048	0
RPS16P5	0	1.80034310424334	0
PRKAG2-AS1	0	1.14122651426624	0
ZNF275	0	1.07319649285458	0
CCNK	0	1.00354258247847	0
RRBP1	0	1.36158653419131	0
GPRIN2	0	1.55647740681525	0
ZNF441	0	1.08094642302719	0
LOC100288748	0	1.49682378467481	0
IER2	0	1.00481248255601	0
SOCS7	0	1.23584842075132	0
LOC101929340	0	1.29780109434763	0
NR4A3	0	1.19821435309594	0
SRCAP	0	1.22845932232814	0
SLC26A9	0	1.09603189066316	0
LAMA5	0	1.00725037474058	0
RGN	0	1.01559567786236	0
CAMKK1	0	1.73616769859656	0
FGF18	0	1.06235202897612	0
OSR1	0	1.48263503784358	0
ADGRA2	0	1.49708338419678	0
NLGN2	0	1.34781381205254	0
LOC221946	0	1.10007364488494	0
SLFNL1-AS1	0	1.16967983032693	0
SERPINI1	0	1.1565908305569	0
EMP2	0	1.42824571491317	0
MIR16-2	0	1.03306619956503	0
RPH3AL	0	1.13498689201032	0
CNGB1	0	1.18569524943555	0
CCDC85C	0	1.24187982363534	0
RAB3A	0	1.26960983527074	0
CROCCP3	0	1.22256242535919	0
THSD7A	0	1.41445321282499	0
LGR6	0	1.03613864414328	0
MIR29C	0	1.24762577357348	0
THUMPD3-AS1	0	1.25340531922931	0
ABCC4	0	1.23684720840669	0
ITPR1	0	1.09400378206668	0
WNK1	0	1.20906503808403	0
PMVK	0	1.14682092641159	0
FLJ23867	0	1.50500096930299	0
EGF	0	1.05335279816702	0
GIGYF1	0	1.02214789668691	0
QRICH2	0	1.32176139385597	0
MAST1	0	1.37743938587954	0
CHDH	0	1.08773444930448	0
INTS6	0	1.03996390433935	0
ANKS3	0	1.16263647904014	0
PYGO1	0	1.22979598636599	0
ZNF708	0	1.19935040113654	0
EBF4	0	1.25165484241163	0
CEP192	0	1.29381541231041	0
FOXN3-AS1	0	1.03503313819981	0
ZNF815P	0	1.11996411824964	0
CLEC19A	0	1.4074849165623	0
GPRC5D	0	1.37680081418329	0
TPRN	0	1.01143435133288	0
RAD52	0	1.15754371413581	0
ST7-AS1	0	1.57135504118915	0
LAMP1	0	1.00136876201515	0
SSC4D	0	1.22488761126846	0
IL34	0	1.53790439311642	0
DOK1	0	1.17840019723636	0
ZNF646	0	1.03743948580185	0
GPAM	0	1.22679710053527	0
FERMT3	0	1.03675181243242	0
BTBD19	0	1.3926813990936	0
ZNF493	0	1.29897717355167	0
ZNF689	0	1.00266435959231	0
KLF3-AS1	0	1.03967843526642	0
GABBR1	0	1.65701986447875	0
NRSN2-AS1	0	1.01809483958373	0
KRBA2	0	1.17244773553699	0
MESP2	0	1.19316137765564	0
LOC100506730	0	1.36005260049482	0
ZNF709	0	1.04686582814434	0
ZNF23	0	1.36607900655386	0
PAN2	0	1.21903689454229	0
LOC100131289	0	1.11295441190367	0
ZSCAN30	0	1.15566072530353	0
ZNF764	0	1.375862730377	0
GATSL3	0	1.10003414456907	0
SNORD63	0	1.09062653454597	0
POU6F2	0	1.86743007392448	0
ATP8B5P	0	1.58134813362903	0
ZNF785	0	1.44628495897296	0
NPHP3	0	1.02511357650143	0
ATP8B2	0	1.40958420504755	0
LIME1	0	1.50033709160109	0
SRRM2	0	1.50097806007477	0
HCG26	0	1.05404891470538	0
LGALSL	0	1.02061734963215	0
PRR14	0	1.14735468981718	0
FMNL3	0	1.45154431258542	0
GLTSCR1	0	1.04718111529717	0
RARRES2	0	1.98967906102138	0
LOC100049716	0	1.26933737299615	0
EVC	0	1.17425609003464	0
PHKA2	0	1.28715205685178	0
NOP9	0	1.10445685396651	0
GEMIN4	0	1.51593764205634	0
CUL9	0	1.05389340850349	0
PQLC2L	0	1.06175699402661	0
ZNF684	0	1.3656503065909	0
NFYC-AS1	0	1.01745487241946	0
SMCR5	0	1.18612349201995	0
LOC102724814	0	1.47590036326813	0
BRD2	0	1.02892066561168	0
SND1-IT1	0	1.06722596607692	0
PRMT5-AS1	0	1.07263353923416	0
HEY1	0	1.37738409798482	0
COL4A2	0	1.51580722677439	0
PAGR1	0	1.02360572449483	0
HTATSF1P2	0	1.15276257919753	0
FAM193B	0	1.06733718634694	0
CELSR2	0	1.1283449054082	0
BOK	0	1.04744769761396	0
SYT7	0	1.13960072626743	0
ARHGEF10	0	1.0107597486727	0
ATXN1L	0	1.0712082811686	0
KIAA0922	0	1.02763554141653	0
CCT6P1	0	1.03464740585275	0
STK35	0	1.16450350829539	0
ZNF397	0	1.26092444397674	0
RSRP1	0	1.18041841576691	0
CD55	0	1.05058859836311	0
HIC2	0	1.44407246917084	0
HOXC9	0	1.64673930197056	0
GCSHP3	0	1.22280371390637	0
PRNCR1	0	1.23198463323713	0
SEZ6L2	0	1.04588542478711	0
ECM1	0	1.1547674275384	0
RNF5	0	1.02084844908888	0
C19orf44	0	1.01285650090788	0
PTPN21	0	1.16091448290944	0
HNRNPU-AS1	0	1.27442258461548	0
CSNK2A2	0	1.10907653575424	0
SYNGR3	0	1.16062072422593	0
BRD1	0	1.24268124053404	0
RPL13P5	0	1.31074751699253	0
KIAA1804	0	1.4251356901673	0
RXRB	0	1.05032667725576	0
ATF7IP2	0	1.00543693182141	0
TP53BP2	0	1.1516019142503	0
TTC6	0	1.01690459335617	0
SMCR8	0	1.45359007275365	0
TTC38	0	1.0707922098156	0
ERVMER34-1	0	1.0839757479951	0
DEXI	0	1.00732413810319	0
TOMM40L	0	1.32911051669402	0
CLUH	0	1.09923488878545	0
DFNB59	0	1.11296389062209	0
TNFSF12	0	1.0406048745637	0
MRPL14	0	1.04203299146161	0
SMARCD1	0	1.04066418814411	0
FAAP20	0	1.04384693385648	0
RHOBTB2	0	1.05149556406851	0
SPAG9	0	1.07844885222304	0
MALAT1	0	1.19862614014201	0
NFATC2IP	0	1.05318150660445	0
SLC2A4RG	0	1.1206688107337	0
CEBPD	0	1.04955142945426	0
SERINC4	0	1.13332037358611	0
DGKQ	0	1.01248771850492	0
MIR3654	0	1.01739004834445	0
CHL1	0	0	3.17471936154744
TFF3	0	0	2.82706138863256
DMKN	0	0	1.72633068605983
VIM	0	0	1.61554088770195
IQGAP2	0	0	3.02081886174568
RRAD	0	0	2.2336853898236
LOC100506844	0	0	2.28268952025512
C5orf49	0	0	3.31529732505474
TNC	0	0	3.09723771719256
FOXJ1	0	0	2.37695466409672
SLC27A2	0	0	2.23320957239895
MUC5B	0	0	4.57149417507391
DTX3	0	0	2.71933725020431
TEX9	0	0	2.48061159781294
IGFBP5	0	0	2.48823415639643
ABCA13	0	0	2.40665344702538
METTL7A	0	0	1.99989233173053
WDR86-AS1	0	0	3.17637208686839
CTGF	0	0	1.75003693818377
TUBA1A	0	0	2.78104512443441
SPAG6	0	0	2.88355119336888
CRLF1	0	0	3.24079097004696
GGT5	0	0	3.3464978761047
DNAH2	0	0	1.7987769349708
EMB	0	0	1.06588730594469
LDHB	0	0	1.52228251597746
TSHZ2	0	0	2.05563363579557
RASD1	0	0	2.22951797193596
CCDC181	0	0	2.90641404531531
PIFO	0	0	3.126420591721
PKIG	0	0	2.07865560169148
SOX2	0	0	1.93427754638565
STEAP3	0	0	1.38633347539464
CCDC65	0	0	2.88937469135906
MNS1	0	0	2.92903692828759
PRR29	0	0	2.85917581264922
APBB1	0	0	1.73316071349802
MAP6	0	0	2.54715880613089
EP300-AS1	0	0	2.11645694231756
DNAJB13	0	0	2.77890333942708
COL21A1	0	0	2.19464314792529
STK33	0	0	2.26652225624304
CAMK1D	0	0	1.41562555392973
MB	0	0	3.19979823473958
CAPS	0	0	2.99446541388915
LCA5	0	0	1.90456061637905
FAM229B	0	0	2.76076990950504
ETV1	0	0	2.09975912058883
TNFAIP8L1	0	0	2.97409608623199
ANKRD36C	0	0	1.24886207546137
SYNE1	0	0	1.09076923942096
SPEF2	0	0	2.45864602661915
MGP	0	0	3.78649814834146
WDR54	0	0	2.23280190121321
LBH	0	0	1.11868576081224
SPATA18	0	0	2.14228726535949
GALNT6	0	0	1.85910393258482
RGCC	0	0	1.69077849581533
DNALI1	0	0	2.6172991963211
SNHG18	0	0	1.3751374930665
ARSE	0	0	2.22195187830933
CFAP221	0	0	1.62055164194528
SIX1	0	0	1.91083903075994
GLIS3	0	0	1.59684426190828
GIPR	0	0	3.01317723248135
ICA1L	0	0	2.27815837153318
LOC100506990	0	0	2.22648629623438
CEP126	0	0	2.24036984228386
GSTA1	0	0	2.7167095441255
DYNC2H1	0	0	1.94914197787778
BICC1	0	0	1.69619945984346
CCDC80	0	0	2.45492080598816
RFX2	0	0	1.83781622162817
HACD4	0	0	2.11985641304626
FAM27B	0	0	2.14837593377886
ID2	0	0	1.08375869958678
ALDH1A1	0	0	1.17308926970028
CYB5D1	0	0	1.46692184425299
DNAH11	0	0	1.96321481512972
TUSC3	0	0	1.31452308543162
DUSP6	0	0	1.67538760176254
OSBPL6	0	0	2.29194570914267
PALMD	0	0	2.70532809944931
TCTN2	0	0	1.94825928375029
MARCH9	0	0	2.38380700066492
KLF2	0	0	1.83847086527178
LOC101928093	0	0	1.50866798369936
CCDC176	0	0	2.19552777697827
ELN	0	0	2.1369242781719
CCDC113	0	0	2.63615045028634
WFDC21P	0	0	2.64561325409803
MIR99AHG	0	0	2.27192799031035
C21orf58	0	0	2.50201678210302
FAM227A	0	0	2.420047949255
SPRY4	0	0	1.55411705968815
VCAN	0	0	2.32410372682871
VIM-AS1	0	0	2.60410009816835
WFDC6	0	0	2.35974029908634
STRA6	0	0	2.50554217419519
ERICH2	0	0	1.51449862722611
CYP27A1	0	0	1.49403463609111
AGR3	0	0	1.08208134239754
UCKL1-AS1	0	0	2.67985358525115
PRODH	0	0	2.24199154709532
DGCR6	0	0	1.15855258315248
PCSK1N	0	0	2.31357947694652
TPPP3	0	0	2.9506145477196
ABCA5	0	0	1.96586197912857
PLEKHA5	0	0	1.60421479810842
C4orf47	0	0	2.26956890609183
FOXP2	0	0	1.70749670045358
SDC2	0	0	2.11333837021411
PPP1R1B	0	0	1.61899725616484
NCALD	0	0	1.27988485254046
B9D1	0	0	2.46568308036876
FAM65B	0	0	2.57637952179558
RAB36	0	0	2.23278094769879
WLS	0	0	1.04971496251188
ITGB3	0	0	3.77116877103322
LRIG3	0	0	2.71511439239314
ST8SIA4	0	0	1.46000775569725
ILF3-AS1	0	0	1.56255762494365
FILIP1	0	0	1.43618180317053
CCDC40	0	0	2.27041179819215
FMO5	0	0	1.27942134631928
EREG	0	0	1.43966046440427
CHST6	0	0	2.27072387558842
CDKN2B	0	0	1.75770548588295
NR2F1	0	0	2.4610302707516
PLEKHB1	0	0	1.64162828419582
KCTD12	0	0	1.29377064826951
C10orf95	0	0	1.70159693258639
LUCAT1	0	0	2.06169919102237
PAIP2B	0	0	1.33205058584957
FAM161A	0	0	1.67828186674864
PCSK5	0	0	1.75855286428636
C11orf96	0	0	1.84964810218082
KIAA1407	0	0	1.99200966755462
KIAA1211L	0	0	1.84429092474246
IFT88	0	0	1.69519508800569
TNFRSF19	0	0	1.55928373287031
TSGA10	0	0	1.99322789467113
LINC00342	0	0	1.89280789445971
CYP24A1	0	0	2.90885072350296
CX3CL1	0	0	1.3368602808783
PTN	0	0	1.82323239280797
WDR86	0	0	1.98546874618825
LRRC49	0	0	2.13861645761714
KCNJ2	0	0	1.4389328797533
SDK1	0	0	1.47448437094166
C21orf2	0	0	1.53805196639482
IFT46	0	0	1.65368342203426
NPHP1	0	0	2.07264963232873
CFAP70	0	0	1.76699694262814
TNIK	0	0	1.87374913766167
PIM2	0	0	1.13149013527984
CC2D2A	0	0	2.3006845691753
GOLGA2P5	0	0	1.36121965508945
IER3	0	0	1.20209122456495
CDC14A	0	0	2.25835854736138
SLC4A8	0	0	2.17737896353537
C9orf9	0	0	2.49863497929796
CREB5	0	0	1.97724206790006
MAPRE3	0	0	1.54613295393839
LOC146880	0	0	1.42993601581676
PGM2L1	0	0	1.66536911406481
CERS4	0	0	1.01949562919538
PPIL6	0	0	2.89335505443864
ENO2	0	0	1.2058465132185
DNAH5	0	0	1.73971245113569
TRPV4	0	0	1.71358825454084
RABL2A	0	0	2.08239923153657
PRUNE2	0	0	2.33380956640943
USP2	0	0	2.40466727901191
DEGS2	0	0	1.61224603424744
CFAP44	0	0	1.99941991643331
SHISA2	0	0	1.14444507529338
IQCG	0	0	2.27655212748666
IQCD	0	0	2.22943629160471
CERKL	0	0	1.68402487878984
PAQR5	0	0	1.53740920408856
NUCB2	0	0	1.54108860645943
PROX1	0	0	2.77561337869637
SLC7A2	0	0	1.76546653317362
WDR19	0	0	1.90025242563938
EFEMP1	0	0	1.00110648158397
NAT14	0	0	1.60802052900787
STX2	0	0	1.84947227736985
ZFHX2	0	0	1.84586078024819
CCDC157	0	0	1.87377531985827
DUSP4	0	0	1.56801573445538
NOVA1	0	0	1.25732912776689
RAP1GAP	0	0	1.28380114621254
DIXDC1	0	0	1.80360208733412
APBA2	0	0	2.93165057252918
IFT122	0	0	1.37102136980778
ACYP1	0	0	1.32500478230406
BCL11A	0	0	1.19233666497354
CLDN10	0	0	2.67027097414988
CFAP69	0	0	1.92175067596661
AMIGO2	0	0	1.61247036505427
TMEM67	0	0	1.64484880204612
TTC21A	0	0	1.52067752454052
PHGDH	0	0	1.63459704905607
EPHA4	0	0	1.39634732515235
SERTAD4-AS1	0	0	1.23436363177253
FBXO36	0	0	1.92681512470978
SPAG1	0	0	1.67090142928367
FOS	0	0	1.00302537576747
C16orf54	0	0	2.03292667389023
ANOS1	0	0	1.70111969605635
HIPK1	0	0	1.42341926354322
PLCB4	0	0	1.46074309594138
PLXNB1	0	0	1.63262121692346
PHTF1	0	0	1.30943770955827
LOC100129940	0	0	2.35736052729201
EFHC1	0	0	2.12112968718086
REC8	0	0	1.30108871387578
GUCY1A3	0	0	1.19533916794573
CXCL8	0	0	1.65328509415163
ORAI2	0	0	1.4950566718771
MOK	0	0	1.42756591937811
BMP3	0	0	1.2113478796553
VNN2	0	0	2.07646655283661
LOC284454	0	0	1.37791201037078
ETV4	0	0	1.60901728400138
HMGN5	0	0	1.57153927999276
RNA45S5	0	0	1.38133728610797
DOCK4	0	0	1.42114303585395
DZIP1	0	0	2.35275028456914
IL6	0	0	2.20662371981344
TIMP3	0	0	1.25962082815643
HMGA2	0	0	1.88871560359901
CEP83	0	0	1.37056962740479
SSBP4	0	0	2.0168452716653
