lung_t_cell_0	lung_t_cell_1	lung_t_cell_2	lung_t_cell_3	lung_t_cell_4
FGD2	0	1.07697327762163	0	0	0
CARD16	0	0.617746357825291	0	0	0
DRAM1	0	0.88295091150699	0	0	0
LYN	0	0.469979165376659	0	0	0
OAS3	0	0.995729579439398	0	0	0
SERF2	0	0.274598995612036	0	0	0
GLIPR2	0	0.591642637360855	0	0	0.489605238789361
TAP2	0	0.802126038687716	0	0	0
CRISPLD2	0	1.21186378983379	0	0	0
PSMA4	0	0.735973847376042	0	0	0
NBEAL2	0	1.54304312610695	0	0	0
RNF19B	0	0.786289647777133	0	0	0
SRC	0	1.16661255759756	0	0	0
P2RX7	0	0.821816496838366	0	0	0
DTX3L	0	1.0004565671181	0	0	0
NMI	0	1.16389597867653	0	0	0
AIF1	0	0.318507799677932	0	0.309042106116381	0
CYBB	0	0.452894524563329	0	0	0
OAS2	0	1.19421908043976	0	0	0
IFIT3	0	1.10944017965325	0	0	0
HLA-DQA1	0	0.319069658839124	0.672997748958107	0	0
LYSMD2	0	0.817337675159241	0	0	0
SLC25A37	0	0.954749854751719	0	0	0
FLOT1	0	0.580358257892374	0	0	0
LIMK2	0	1.47339096852127	0	0	0
ITPRIPL2	0	0.990102497718192	0	0	0
PDSS1	0	0.485838888472549	0	0	0
SLC8A1-AS1	0	1.26278172801204	0	0	0
MARCKSL1	0	0.841458572111954	0	0	0
IFIT2	0	1.50431812733811	0	0	0
CD69	0	0.593062441006975	0	0	0
ETV6	0	0.695052719816848	0	0	0
DAPP1	0	0.880917242071968	0	0	0
CASP4	0	0.918841114615437	0	0	0
PML	0	1.35062950563933	0	0	0
TXN	0	0.441498759091614	0	0	0
FOSB	0	0.386284920555303	0	0	0
RUFY3	0	0.834515396051242	0	0	0
STXBP2	0	0.524914004945719	0	0	0.26444359306125
NAGK	0	0.492904210336568	0	0	0
DENND1B	0	1.33193912092391	0	0	0
NAPA	0	0.485469160081176	0	0	0
FGL2	0	0.426909015037012	0	0	0
HCK	0	0.378634836704717	0	0	0
LINC00152	0	0.71131798729459	0	0	0
INHBA	0	1.05953686733556	0	0	0
NCF1B	0	0.897708774304959	0	0	0
KARS	0	0.805474929522894	0	0	0
SAMD4A	0	0.745120712241175	0	0	0
XAF1	0	0.649262053562122	0	0	0
ZFP36	0	0.283295758839671	0.267865875860717	0	0
POMP	0	0.483386188617866	0	0	0
PARP10	0	1.01552520077262	0	0	0
ATP6V1B2	0	0.514854258196036	0	0	0
DDX3Y	0	0.520503651343893	0	0	0
WSB1	0	0.41441005287874	0	0	0
NCF2	0	0.42619635789007	0	0	0.308327009759442
SLC8A1	0	0.727990446845308	0	0	0
TMEM109	0	0.980645141094588	0	0	0
CFL1	0	0.261211309123294	0	0	0
IL2RG	0	0.67829807972734	0	0	0
MX1	0	0.586384720832804	0	0	0
PARP9	0	0.802914097929603	0	0	0
IFIH1	0	0.782350048500688	0	0	0
ADAR	0	0.645291190194369	0	0	0
ATP1A1	0	0.533354885846794	0	0	0
GNB4	0	0.87024232093106	0.338290470779818	0	0
PDIA3	0	0.490653404551563	0	0	0
CBX6	0	1.11872680091847	0	0	0
XRN1	0	0.699712813030638	0	0	0
IFI44L	0	0.801442431701247	0	0	0
RPS4Y1	0	0.896457052443596	0	0	0
TRIM22	0	0.595564992404215	0	0	0
FAM49B	0	0.496483422509991	0	0	0
GK	0	0.4552562804589	0	0	0
DSE	0	0.478509364597883	0	0	0
RAPGEF2	0	0.818935002656912	0	0	0
TBC1D17	0	1.32921717403171	0	0	0
APOL1	0	1.05529113020256	0	0	0
VASP	0	0.550452079079026	0	0	0
SEMA4D	0	0.588081396651274	0	0	0
GNB2	0	0.458102653703969	0	0	0
PSMB3	0	0.421639744516054	0	0	0
SIRPB1	0	0.737389244585585	0	0	0
TCIRG1	0	0.330221228633604	0	0	0
P2RY6	0	1.14888815683859	0	0	0
LACTB	0	0.741956275247285	0	0	0
IRF8	0	0.654419666051778	0	0	0
SBNO2	0	0.638908756341574	0	0	0
SLAMF8	0	0.603716114311041	0.522173809858064	0	0
FN1	0	0.489461910496534	0	0	1.56831781689964
FFAR2	0	0.712211224601076	0	0	0
TMEM131	0	0.820322526551378	0	0	0
PTPN2	0	0.695752022178145	0	0	0
UBE2J1	0	0.808688678436051	0	0	0
LCP2	0	0.416474909294934	0	0	0
P2RY13	0	1.14393738348787	0	0	0
ACTG1	0	0.283928293055266	0	0	0.415769216064245
PEA15	0	0.415478008556753	0	0	0
COX8A	0	0.416789279660904	0	0	0
ARHGDIA	0	0.568022248165893	0	0	0
LILRB3	0	0.60098085372295	0	0	0
FAM89B	0	0.674458781375314	0	0	0
LOC729737	0	0.532667203609211	0	0	0
GNG5	0	0.442709046710969	0	0	0.280538969981982
NBN	0	0.735693828464165	0	0	0
STAT3	0	0.526544914283281	0	0	0
BRI3	0	0.380772639463491	0	0	0
IER3	0	0.258057496425768	0	0	0
OASL	0	1.01682857220844	0	0	0
C4orf32	0	0.995462561603594	0	0	0
SCARF1	0	0.666709310961761	0	0	0
PSMA6	0	0.514786709469302	0	0	0
NLRC5	0	0.735506253249864	0	0	0
TFEC	0	0.665773258965848	0	0	0
ZC3HAV1	0	0.451851986087725	0	0	0
ACTR3	0	0.403859382617015	0	0	0
CECR1	0	0.478687156846012	0	0	0
ARAP2	0	1.31813702815325	0	0	0
IL15RA	0	0.850889439363329	0	0	0
FCER1G	0	0.292363437537204	0	0	0
PKM	0	0.390026866400317	0	0	0
PTPRC	0	0.282911360695068	0	0	0
APOBEC3G	0	0.872710289077443	0	0	0
GNG10	0	0.534760624742048	0	0	0
MTHFD2	0	0.348264305503254	0	0	0
EML4	0	0.426204515890687	0	0	0.33301773507895
MX2	0	0.695216330501295	0	0	0
CNN2	0	0.689148157125945	0	0	0
BTN2A2	0	0.81970966860226	0.706735915360597	0	0
EHBP1L1	0	0.394511018795675	0	0	0
DNPEP	0	0.811399816838274	0	0	0
RASGEF1B	0	0.330390073458572	0	0	0
PRR13	0	0.426172046808002	0	0	0
ARF3	0	0.704044476403458	0	0	0
IGFLR1	0	0.491884518468805	0	0	0
CTSH	0	0.306673292890189	0	0	0.43163678880761
IFITM2	0	0.381881651527511	0	0	0
RHBDF2	0	0.577940102405499	0	0	0
SAMHD1	0	0.472491108508007	0	0	0
DYNLT1	0	0.662725966306961	0	0	0
PRPF3	0	0.361932949620674	0	0	0
UCP2	0	0.536089088889696	0	0	0
NFAM1	0	0.7489357266506	0	0	0
OPTN	0	1.00274416081742	0	0	0
ATOX1	0	0.433560098046432	0	0	0
CLIC1	0	0.271033616612981	0	0	0.299801230995055
GSDMD	0	0.712094560028979	0	0	0
DDX60L	0	0.671804918456725	0	0	0
EDEM1	0	0.545755648418684	0	0	0
RASSF5	0	0.453734139583428	0	0	0
ANKRD13A	0	0.896997523890293	0	0	0
YBX3	0	0.360296109346066	0	0	0
SIGLEC14	0	0.45009202070194	0	0	0
LILRB4	0	0.35503070097078	0.326200357669332	0	0
EYA3	0	1.03500381814669	0	0	0
KCTD12	0	0.362580263296813	0	0	0
CLEC10A	0	0.350528570343443	0	0	0
GNB1	0	0.48811891871863	0	0	0
FKBP1A	0	0.265093991560275	0	0	0
GIMAP4	0	0.462700654865195	0.268765250031808	0	0
SKIL	0	0.468855030030459	0	0	0
CD47	0	0.670212965269957	0	0	0
KCNN4	0	1.15335987345854	0	0	0
SP100	0	0.596980601075422	0	0	0
TRIM56	0	1.33275563079502	0	0	0
IL18BP	0	0.388488382316476	0.748668228679786	0	0
SEC61G	0	0.353995282006074	0	0	0.258095395371396
PTP4A2	0	0.393473231926387	0	0	0
CDC42	0	0.25023424975933	0	0	0
SNRPG	0	0.475533482649432	0	0	0
NDUFB2	0	0.304546633608817	0	0	0
TNF	0	0.618846792674776	0	0	0
MIR4435-2HG	0	0.478847268247402	0	0	0
C1orf162	0	0.287872775571389	0	0	0
CAP1	0	0.413138280377725	0	0	0
BANF1	0	0.476750252450551	0	0	0
TRAFD1	0	1.26274759811131	0	0	0
HDGF	0	0.66523691209182	0	0	0
RHOQ	0	0.533004107716624	0	0	0
VASH1	0	0.978646493796253	0	0	0
PSMB4	0	0.387900169866605	0	0	0
DOCK8	0	0.547481980387947	0	0	0
EIF4E2	0	0.374710153532561	0	0	0
DEK	0	0.486109852014774	0	0	0
GPX4	0	0.265897198010753	0	0	0
ELK3	0	1.15646831452745	0	0	0
RTN4	0	0.432925900166777	0	0	0
SDF2L1	0	0.672483352853456	0	0	0.260398486081595
C20orf24	0	0.670784763930778	0	0	0
SNX20	0	0.452525274599542	0	0	0
KPNB1	0	0.513821426915632	0	0	0
IL10RA	0	0.526253913433679	0	0	0
ATP1B1	0	0.371579334812536	0.51720485095095	0	0
NDUFA9	0	0.346934028484666	0	0	0
UBA6	0	0.778284311849672	0	0	0
FAM129A	0	0.484206855101459	0	0	0
CREB3L2	0	0.255936592993878	0	0	0.297648698189124
CALCOCO2	0	0.418559551166469	0	0	0
HCFC1	0	1.09850167204757	0	0	0
ATF4	0	0.267404187217912	0	0	0
PDLIM5	0	0.624787140460286	0	0	0
TAGLN2	0	0.267052435237035	0	0	0.324305216092331
SMG1	0	0.683526954003207	0	0	0
COX7C	0	0.366706338002191	0	0	0
PSMA2	0	0.543807292809839	0	0	0
SSB	0	0.493941682756081	0	0	0
MIIP	0	0.723967551076147	0	0	0.261855998459513
HK1	0	0.335486180061833	0	0	0
AGPAT3	0	0.697246551078853	0	0	0
SLC25A28	0	0.334689256612799	0	0	0
MGAT1	0	0.295369182820294	0	0	0
RELA	0	0.653837290097641	0	0	0
GTPBP1	0	0.412919055352386	0	0	0
FAM65C	0	0.440009807309133	0.544444986315084	0	0
CMIP	0	0.399354906459869	0	0.352504170424657	0
TPMT	0	0.694041581537967	0	0	0
SLC30A4	0	0.434614237904983	0	0	0
AKIRIN2	0	0.403216029365967	0	0	0
SH3BP2	0	0.453147110230594	0	0	0
NRAS	0	0.488972918911124	0	0	0.45725124503748
OAS1	0	0.399803417606813	0.284619135502112	0	0
ZNFX1	0	0.457445233448381	0	0	0
STAT6	0	0.381807945451414	0	0	0
MRPL52	0	0.549773953575432	0	0	0
SRSF2	0	0.310405794664289	0	0	0
SLC31A2	0	0.312576483183627	0.276208277325511	0	0
TOMM7	0	0.334955167484137	0	0	0
ITGA5	0	0.510822278633166	0	0	0
DENND1A	0	0.709247860284089	0	0	0
TICAM1	0	0.959716131745549	0	0	0
IRF2BPL	0	0.535213030774929	0	0	0
MAPKAPK3	0	0.521951006714382	0	0	0.275955319989575
RBM47	0	0.347755469672407	0.263916124733496	0	0
ST3GAL5	0	0.551685316918317	0	0	0
MIR22HG	0	0.361464317995178	0	0	0
SHFM1	0	0.359352490753771	0	0	0
AP3D1	0	0.631464414301514	0	0	0
UBL7	0	0.264244701300014	0	0	0
TRIM25	0	0.408882718060759	0	0	0
SRI	0	0.600426114335413	0	0	0
NUB1	0	0.506416809001804	0.307266973930088	0	0
MOB1A	0	0.481281904172659	0	0	0
ELF4	0	0.960562002948816	0	0	0
YWHAE	0	0.293309396393779	0	0	0
VOPP1	0	0.589804734067854	0	0	0
EAF1	0	0.74222375554961	0	0	0
CCDC109B	0	0.567762430578309	0	0	0
FCGR1C	0	0.456620143136645	0	0.513327730952747	0
ARPC4	0	0.354147011624984	0	0	0
C17orf49	0	0.738772431281119	0	0	0.258654954391386
KLF4	0	0.36832025367646	0	0	0
PTPN1	0	0.386268120366658	0	0	0
COX7B	0	0.431810309737611	0	0	0
ATP6V1G1	0	0.303509810831396	0	0	0
RUNX3	0	0.661483505713544	0	0	0
RAB8A	0	0.455842026031887	0	0	0
ZYX	0	0.385106142036732	0	0	0.34885283817662
PSMB1	0	0.378093757441333	0	0	0
PSMA5	0	0.572937179853676	0	0	0.396345848304956
PNP	0	0.310696707498784	0	0	0
IER3IP1	0	0.29108756798407	0	0	0.378925236482833
ZDHHC7	0	0.340875284137903	0	0	0
SNX17	0	0.41479873645163	0	0	0
NOTCH1	0	0.41736725520806	0	0	0
RBCK1	0	0.458483365214903	0	0	0
HCAR3	0	0.476695298054286	0	0	0
POLR2J	0	0.514399274759167	0	0	0
GIGYF1	0	0.511026499926968	0	0	0
GLRX	0	0.295551092239024	0	0	0
IL27RA	0	0.436173263980631	0	0	0
AGTRAP	0	0.433362338198869	0	0	0
GLTP	0	0.429657404399824	0	0	0
GSTO1	0	0.251747822045705	0	0	0.58039079400407
ANKRD44	0	0.499163367387936	0	0	0
FPGS	0	0.715459515982322	0	0	0
POLE4	0	0.578398960037338	0	0	0
GPSM3	0	0.34116581831337	0	0	0
HIGD2A	0	0.294604705390132	0	0	0
ORAI2	0	0.473333010312072	0	0	0
PLEKHG2	0	0.357867269575769	0	0	0
YKT6	0	0.368642582121381	0	0	0.983726210587958
CMKLR1	0	0.916749650192799	0.415825149109035	0	0
MANF	0	0.665131142042155	0	0	0
HSBP1	0	0.35503109516896	0	0	0
C1QC	0	0	1.38528818648395	0.855834975073	0
RGS1	0	0	1.36728175996615	0.642632136328547	0
A2M	0	0	1.41145837796924	0.922180416008617	0
C1QB	0	0	1.14802600876649	1.00032750644633	0
C1QA	0	0	1.00142741293737	1.10963938910744	0
AXL	0	0	1.4593529580213	0	0
SLCO2B1	0	0	0.929159877130512	1.08280708702096	0
CD74	0	0	0.569934022681389	0.444012132346009	0
LGMN	0	0	1.04006026062927	1.12662708260854	0
SLC40A1	0	0	1.2501721669585	1.3913284362773	0
DAB2	0	0	0.69349574961952	1.18580565219309	0
PLAU	0	0	0.987778135580797	0.846158327679845	0
MMP9	0	0	1.60115941055837	0	0
ITM2B	0	0	0.701452239514534	0.575889350338648	0
FMNL2	0	0	1.17350522238076	0	0
AKR1B1	0	0	1.0570539444938	0.697035666224547	0
MMP14	0	0	0.743861459900432	0.594460938936008	0
PDGFB	0	0	1.41864753651598	0	0
ENPP2	0	0	1.23310457285279	0.438263343595876	0
HERPUD1	0	0	0.97081560093518	0	0
GPR34	0	0	1.28457343201938	1.09736458691074	0
PXDC1	0	0	0.899699672560135	0.808670334957753	0
CD84	0	0	0.772108565282427	0.568882453627189	0
MLLT4	0	0	1.14185494044497	0	0
HLA-DRA	0	0	0.543325857055128	0.351384364202703	0
FOLR2	0	0	0.830748880340881	1.63176992740904	0
HLA-DPB1	0	0	0.566718778306103	0.456139128710705	0
HLA-DPA1	0	0	0.596090418097306	0.569209230500553	0
MERTK	0	0	1.34124820084202	0.554573653669507	0
TCF4	0	0	1.13940764959413	0	0
NRP2	0	0	0.727145674779846	0.970372167052924	0
STAB1	0	0	0.790319040794222	1.00407960905109	0
HLA-DQB2	0	0	1.14789750478168	0.853245585282004	0
GGTA1P	0	0	0.920292799818326	0.816744407497588	0
SEPP1	0	0	1.58942035319436	1.07697516517906	0
F13A1	0	0	0.870661613760987	1.07814820639766	0
PMP22	0	0	0.867305440458591	0.359869397696971	0.317860351497582
GPR183	0	0	0.864104011472875	0	0
TSPAN33	0	0	0.994559338214959	0	0
PLD3	0	0	0.943672299980289	0.918865715570331	0
SPRED1	0	0	0.999699328380754	1.0369138336416	0
PTMS	0	0	0.435144704335357	0.6377801696786	0
ARHGAP18	0	0	0.745109691704662	0.691597186250766	0
SGPL1	0	0	1.22929856065946	0	0
OLFML2B	0	0	1.14258424483462	0.643510587443656	0
HLA-DRB1	0	0	0.583588794780621	0.357125214431939	0
FMN1	0	0	1.0113633710371	0	0
CREG1	0	0	0.737698203984189	0.602129431837675	0
GAL3ST4	0	0	0.878450932268748	1.34382344430411	0
PLTP	0	0	0.717497736543359	1.48538744892269	0
MAF	0	0	0.925586174944483	0.91943005331835	0
NRP1	0	0	0.73502427900246	1.08638509299372	0.258816825766731
GSN	0	0	0.720966281981974	0	0
ABHD12	0	0	0.864052593897155	0.331409803845576	0
SPRY2	0	0	1.42539132976348	0	0
CTSC	0	0	0.757474059708027	0.325171529832302	0
FILIP1L	0	0	1.28801613985239	0	0
HLA-DOA	0	0	0.715014118241931	0	0
MFSD1	0	0	0.650467969409733	0.390478818488927	0
RGL1	0	0	0.681593499035707	0	0
HLA-DMA	0	0	0.530287677261652	0.436113811314666	0
ARL4C	0	0	0.629187147261528	0.616425565284477	0
LMNA	0	0	0.855054748891195	0	0.351824981087121
EIF4A3	0	0	0.716975788975288	0	0
TMEM176B	0	0	0.698366820339899	0.445077135515714	0
LTC4S	0	0	0.731577797318944	1.3308909961688	0
CLN8	0	0	0.740030726570863	0	0
S100B	0	0	1.11144422083079	0	0
RNASE6	0	0	0.523422499924978	0.992019101120789	0
CPM	0	0	0.857521847856233	0	0
GOLIM4	0	0	0.586619005723319	0.704465531309693	0
TPD52	0	0	1.58701915542407	0	0
CD72	0	0	1.10340421120451	0	0
ADAM28	0	0	0.671809332446016	0.546998928239239	0
HLA-DMB	0	0	0.625492376139248	0	0
CD59	0	0	0.539413412579528	1.1606135992859	0.3664197828874
SLC16A10	0	0	0.870739021188307	0.513690356404229	0
FCHO2	0	0	0.791637560093664	0.876726231401145	0.389920996259375
MS4A6A	0	0	0.549521215878915	0.543272521248436	0
FCGR2A	0	0	0.578135087738107	0.780839139895551	0
AP2A2	0	0	0.783965621081171	0.822295964963202	0
APOE	0	0	0.748420083292726	0.988312325967731	0.927051554016655
GATM	0	0	0.891526835245656	1.10371871959378	0
RAP2A	0	0	1.18647612015216	0	0
LAPTM4A	0	0	0.568666758474162	0	0
TSPAN15	0	0	1.44025279211817	0	0
HEXA	0	0	0.599474395739716	0	0.824913471778105
ALCAM	0	0	0.639978678477002	0.385804445578448	0
SNX8	0	0	0.758946678185371	0	0
FAM105A	0	0	0.791821489189411	0	0.362703532961463
CD276	0	0	1.01419029094483	0	0.378175270484967
TREM2	0	0	0.592114341011977	0.950379240533376	1.00960799087695
FAM213A	0	0	0.998438336056332	0	0
GPR137B	0	0	0.72075450695234	0	0
CD9	0	0	0.600903850161099	0.811017360694267	0.684424485235402
GAS6	0	0	0.689647041121082	0	0
SPATS2L	0	0	0.531466359735501	0	0
SARAF	0	0	0.595661892530579	0	0
SLC1A3	0	0	0.806424379401348	0	0
UGCG	0	0	0.8742253351381	0	0
SLC4A7	0	0	1.14863804497666	0	0
TNFSF12	0	0	0.482871282172116	0	0
MRC1	0	0	0.568345252399459	0.464558766035521	0.808300079326256
CSF1R	0	0	0.472466552389957	0.394542907361057	0
CTSB	0	0	0.484049909982084	0.463804208095373	0.336530142735581
PIK3R1	0	0	0.766577537468228	0	0
NFIC	0	0	0.567166718763297	0	0
C3	0	0	0.92156519212674	0	0
NHSL1	0	0	1.03168080249116	0	0
STMN1	0	0	0.795789773187006	0	1.29976272506973
NUCKS1	0	0	0.559986078356297	0	0.318254562890347
ABCA1	0	0	0.649333786611048	0	0
EPB41L2	0	0	0.819295461086056	0	0
CTTNBP2NL	0	0	0.493426595992165	0	0
IL1RAP	0	0	0.782827288996346	0	0
CXCR4	0	0	0.65587630509471	0	0
C1orf54	0	0	0.560621252829407	1.45963219430067	0
TMEM176A	0	0	0.536593861653784	1.01777459679327	0
PALD1	0	0	0.391600831267926	0	0
CD163	0	0	0.58881399995387	0.470101602017823	0
ID3	0	0	0.738295087919719	0.674232082275775	0
PDXDC1	0	0	0.594462911772081	0	0
ZFAND5	0	0	0.615282566972536	0	0
ITPR2	0	0	0.4562585332358	0	0
TNFSF13	0	0	0.532960266687355	0	0.729150123439441
SLC25A44	0	0	0.801393418520988	0	0
CCND1	0	0	0.948666502634268	0.806810419932236	0
UNC5B	0	0	1.16928658031396	0	0
MS4A4A	0	0	0.592991392215331	0.955987420980973	0.44494305750151
GZF1	0	0	1.03634554445788	0.70767845844747	0
GNPTAB	0	0	0.795230314226672	0	0
GPNMB	0	0	0.42466374414814	0.835851579277734	1.23259038564065
TTYH3	0	0	0.668192839697656	0	0
PRDM1	0	0	0.516198845152154	0	0
SDCCAG8	0	0	0.554858364454719	0	0
MCOLN2	0	0	0.888348691307105	0	0
NFATC2	0	0	0.990491798470933	0.713775339983155	0
AFF1	0	0	0.690797874551456	0	0
FRMD4B	0	0	0.78509078836474	0.780696709873338	0
CD83	0	0	0.516482627687661	0	0
HLA-DQA2	0	0	0.775800221605646	0.970401321889867	0
DST	0	0	0.658972530662394	0	0
SERPINF1	0	0	0.926123926546793	1.02067616717651	0
LPAR6	0	0	0.486687206310773	0.868238493447277	0
LOC100130476	0	0	0.395324552007069	0	0
SDC3	0	0	0.443632247762733	1.20699738563418	0
SRGAP1	0	0	0.549445052771173	0	0
EGR1	0	0	0.58078907825384	1.05431824426385	0
GPR155	0	0	0.627973606243065	1.13094433908007	0
RASSF4	0	0	0.475813102858572	0.63989740500928	0
SPINT2	0	0	0.631455447192802	0	0
CSF2RA	0	0	0.446688054319837	0	0
IMP3	0	0	0.567984928140189	0	0
MXD4	0	0	0.685756310361864	0	0
USP53	0	0	0.612295070781125	0.884568046399993	0
TMEM14C	0	0	0.277899805949056	1.06293244890263	0
MS4A7	0	0	0.534443235359617	0.475034286495151	0
C3AR1	0	0	0.482781879066325	0.576750720353314	0
FRMD4A	0	0	0.640686807033036	1.37028302655172	0
SH3PXD2B	0	0	0.753944404289784	0	0
WDR91	0	0	0.836288052728125	0	0
SCAMP2	0	0	0.477506171076037	0	0.33243451004754
VEGFB	0	0	0.408707409101527	0	0
HS3ST1	0	0	1.13081622125799	0	0
UBC	0	0	0.452489528888208	0	0
ABCC5	0	0	0.857358539718539	0.94247527754826	0
HLA-DRB6	0	0	0.42726500265711	1.00040090229402	0
CD209	0	0	1.02223773348165	1.28282446802679	0
ST6GAL1	0	0	0.913652245229115	0.538803318726852	0
MPC2	0	0	0.276453572942623	0	0
CDK2AP1	0	0	0.317894061860077	0	0
FMNL3	0	0	0.841522855075515	0	0
SEMA4A	0	0	0.433035947537006	0	0
FCGR2B	0	0	0.397759187200335	0.597440251338119	0
CPED1	0	0	0.592594543219927	0	0
KCNMA1	0	0	1.16214983115825	0	0
DSC2	0	0	0.880456733912943	0.468262581997201	0
CXCL1	0	0	1.2455680517365	1.00157921058836	0
FPR3	0	0	0.323203147969785	0.762231088196649	0
PLD4	0	0	1.26787408349696	0	0
CCDC107	0	0	0.592092523529334	0	0
G3BP1	0	0	0.489323303523252	0	0
CXCL16	0	0	0.435413685688809	0	0.297668507133777
TSPAN4	0	0	0.473809431741098	0.87543645128468	0.619398933904851
SNHG12	0	0	0.720786244463749	0	0.400938631881581
FCHSD2	0	0	0.621560667908392	0	0
SOCS6	0	0	0.920634247338579	0	0
GADD45B	0	0	0.46443726831722	0.7214242998085	0
SWAP70	0	0	0.664587552249834	0	0
ZNF22	0	0	0.705444716398253	0	0
INSIG1	0	0	0.637790314118488	0	0
IL18	0	0	0.813794098677063	0	0
ARL6IP1	0	0	0.506331467629037	0	0.339224772822077
OCIAD1	0	0	0.497357837656255	0	0.279603628035702
LGALS3BP	0	0	0.540158419753644	0.394247372380186	0
RHOBTB3	0	0	1.16802849621619	0	0
EMP2	0	0	0.82125011808342	0	0
TM6SF1	0	0	0.635940606863038	0	0
CCL3L1	0	0	0.948259941995292	0.70146576044147	0
CORO1B	0	0	0.460541975420727	0	0
C2	0	0	0.619228340607973	0.983162757438488	0
SNX5	0	0	0.596467004502867	0	0
GIMAP2	0	0	0.841969123471188	0	0
DRAM2	0	0	0.416167589156837	0	0
SGK1	0	0	0.536676739188123	0.398429709617615	0
SEC14L1	0	0	0.379512015668059	0	0
GMPR2	0	0	0.388977847135658	0	0
ERO1B	0	0	0.9406602801788	0	0
NABP1	0	0	0.385456422278208	0	0
UBL3	0	0	0.272699991921133	0	0
GALM	0	0	0.792798864461984	0	0.616870775855806
ALOX5AP	0	0	0.337998032009283	0.50299529474954	1.30246467523961
CCDC47	0	0	0.406192653492359	0	0.495938038884243
NPL	0	0	0.773059029330589	0	0.370225781040269
RAP2B	0	0	0.494184272732491	0.358699521764721	0
ACP2	0	0	0.708277000854504	0	0.493994759284508
PDGFC	0	0	0.920580266520749	0	0
SLC2A8	0	0	0.863117510263732	0	0
PI4K2A	0	0	0.580291216646058	0	0.423886255813183
ELMO1	0	0	0.752877124041303	0	0
CKS2	0	0	0.426204996937548	0	0
IL2RA	0	0	0.777463818384763	1.22810386195014	0
PAPOLG	0	0	0.815759889263663	0	0
ENTPD1	0	0	0.553819506185839	0	0
MDH1	0	0	0.552223958166733	0	0.899068600516392
NDRG2	0	0	1.32218715211329	0	0
S1PR2	0	0	0.77023450210094	0	0
SLC7A8	0	0	1.07046748915853	0.604551052220144	0.638404368255416
RGS16	0	0	1.09882747277417	0	0
MGST2	0	0	0.513367214566038	0	0
ATP6AP2	0	0	0.583513737749461	0	0
ATF6	0	0	0.544919900466578	0	0
CTSD	0	0	0.300512632820356	0.379675298956757	1.14545237533998
LMAN1	0	0	0.5608727172503	0	0.561489275720885
PIP5K1C	0	0	0.775541915371202	0	0
LIX1L	0	0	0.800132322157632	0	0
CD302	0	0	0.327365990532987	0	0
IFNGR1	0	0	0.388326575636937	0	0
UFSP2	0	0	0.558256934697193	0	0
OLFML3	0	0	1.00176214618282	1.23264155458202	0
PTGS1	0	0	0.665775097888736	0.812700955420828	0
PEBP1	0	0	0.501151450853381	0.624530065139631	0.478912516850744
SCPEP1	0	0	0.626387326501164	0	0.433535721279717
AMD1	0	0	0.611524725356267	0	0
HES1	0	0	0.71411361445985	0.950647301378901	0
NR4A2	0	0	0.451325903291338	0	0
ATP2C1	0	0	0.469145346140151	0	0
SPIN1	0	0	0.64506789623334	0	0
MAFF	0	0	0.404735751930658	0	0
ABL2	0	0	0.322406894611518	0	0
RELL1	0	0	0.98222589492847	0	0
NHLRC3	0	0	0.732473461489486	0	0.284299250810356
PRDX1	0	0	0.464725251045667	0	0
OSBPL1A	0	0	0.813566960595173	0	0.511248033309717
NR1H3	0	0	1.11097580852346	0	0.477601090539278
IL32	0	0	0.412673526124731	0	0
TSPAN3	0	0	0.576934972997362	0	0.606109251104805
PBDC1	0	0	0.351859244799505	0	0.576447858611169
IL7R	0	0	0.972479516003451	0	0
TUBA1B	0	0	0.436242399229567	0	0.659316140799956
SDS	0	0	0.815655502013017	0	0
CTSZ	0	0	0.393644690985803	0	0.373756703849028
AKR1A1	0	0	0.391731388403636	0	0.330689728470691
SLC31A1	0	0	0.749610476187523	0	0.535151440025199
JUN	0	0	0.472050120514379	0.595476707402035	0.570498765756446
TECR	0	0	0.258290767470114	0	0.415852971717813
SORBS3	0	0	0.638094755670847	0	0
CYBRD1	0	0	0.918870974382564	0	0
ARL2	0	0	0.820543262156102	0	0.42858615789351
CREBL2	0	0	0.267655457134866	0	0
TFRC	0	0	0.555668186287611	0	0
MYO1C	0	0	0.289913819226096	0	0
SETDB2	0	0	0.491706011892423	0	0.274488533499786
APMAP	0	0	0.316113459904653	0	0.29548973371057
RPN2	0	0	0.456015300420009	0	0.368248200571522
SGPP1	0	0	0.524691802224021	0	0
STOM	0	0	0.403111830388691	0	0.258524742771901
GPX3	0	0	0.302759253037356	1.03354898420233	0
C17orf85	0	0	0.345459550172826	0	0
ARHGAP15	0	0	0.970192273772575	0	0
TMUB1	0	0	0.364526399447648	0	0
GLMP	0	0	0.424417618181628	0.783907770554118	0.467828626730788
RBM38	0	0	0.7432942352556	0	0
IL21R	0	0	0.808516963686135	0	0
PARP1	0	0	0.258828615874873	0	0
WIPF1	0	0	0.355404370584727	0	0
TIPARP	0	0	0.670946433672281	0	0
H2AFX	0	0	0.319467988356171	0	0
ZFHX3	0	0	0.569300269654347	0.359885857040559	0
FDFT1	0	0	0.462060127654341	0	0
IDH1	0	0	0.407184191839074	0.612078120040885	0
ZBTB4	0	0	0.632736267391627	0	0
TMEM184B	0	0	0.375463223642535	0	0
HSPB1	0	0	0.539512249887205	0.393664080148985	0
